,Date,Code,Buy,Sell
2452,2016-08-01,EUR,4.3202,4.4074
2453,2016-08-02,EUR,4.3124,4.3996
2454,2016-08-03,EUR,4.2807,4.3671
2455,2016-08-04,EUR,4.2659,4.3521
2456,2016-08-05,EUR,4.2524,4.3384
2457,2016-08-08,EUR,4.2373,4.3229
2458,2016-08-09,EUR,4.2371,4.3227
2459,2016-08-10,EUR,4.2221,4.3073
2460,2016-08-11,EUR,4.221,4.3062000000000005
2461,2016-08-12,EUR,4.2204,4.3056
2462,2016-08-16,EUR,4.2175,4.3027
2463,2016-08-17,EUR,4.227,4.3124
2464,2016-08-18,EUR,4.2548,4.3408
2465,2016-08-19,EUR,4.2534,4.3394
2466,2016-08-22,EUR,4.2593,4.3453
2467,2016-08-23,EUR,4.2635,4.3497
2468,2016-08-24,EUR,4.2599,4.3459
2469,2016-08-25,EUR,4.2624,4.3486
2470,2016-08-26,EUR,4.2815,4.3679
2471,2016-08-29,EUR,4.2838,4.3704
2472,2016-08-30,EUR,4.2924,4.3792
2473,2016-08-31,EUR,4.3139,4.4011
2474,2016-09-01,EUR,4.3067,4.3937
2475,2016-09-02,EUR,4.3297,4.4171
2476,2016-09-05,EUR,4.3164,4.4036
2477,2016-09-06,EUR,4.3114,4.3986
2478,2016-09-07,EUR,4.298,4.3848
2479,2016-09-08,EUR,4.2759,4.3623
2480,2016-09-09,EUR,4.2806,4.367
2481,2016-09-12,EUR,4.2978,4.3846
2482,2016-09-13,EUR,4.313,4.4002
2483,2016-09-14,EUR,4.3057,4.3927
2484,2016-09-15,EUR,4.2979,4.3847000000000005
2485,2016-09-16,EUR,4.2775,4.3639
2486,2016-09-19,EUR,4.2661999999999995,4.3524
2487,2016-09-20,EUR,4.2519,4.3377
2488,2016-09-21,EUR,4.26,4.346
2489,2016-09-22,EUR,4.2561,4.3421
2490,2016-09-23,EUR,4.2355,4.3211
2491,2016-09-26,EUR,4.25,4.3358
2492,2016-09-27,EUR,4.2526,4.3386
2493,2016-09-28,EUR,4.2412,4.3268
2494,2016-09-29,EUR,4.2499,4.3357
2495,2016-09-30,EUR,4.2654,4.3516
2496,2016-10-03,EUR,4.2608,4.3468
2497,2016-10-04,EUR,4.259,4.345
2498,2016-10-05,EUR,4.2492,4.335
2499,2016-10-06,EUR,4.2507,4.3365
2500,2016-10-07,EUR,4.2493,4.3351
2501,2016-10-10,EUR,4.2353,4.3209
2502,2016-10-11,EUR,4.2347,4.3203
2503,2016-10-12,EUR,4.2349,4.3205
2504,2016-10-13,EUR,4.2522,4.3382
2505,2016-10-14,EUR,4.2638,4.35
2506,2016-10-17,EUR,4.259,4.345
2507,2016-10-18,EUR,4.2893,4.3759
2508,2016-10-19,EUR,4.2743,4.3607
2509,2016-10-20,EUR,4.2704,4.3566
2510,2016-10-21,EUR,4.2819,4.3685
2511,2016-10-24,EUR,4.2826,4.3692
2512,2016-10-25,EUR,4.2684,4.3546
2513,2016-10-26,EUR,4.2657,4.3519
2514,2016-10-27,EUR,4.2861,4.3727
2515,2016-10-28,EUR,4.2864,4.373
2516,2016-10-31,EUR,4.2897,4.3763
2517,2016-11-02,EUR,4.2868,4.3734
2518,2016-11-03,EUR,4.2838,4.3704
2519,2016-11-04,EUR,4.2832,4.3698
2520,2016-11-07,EUR,4.2821,4.3687000000000005
2521,2016-11-08,EUR,4.2919,4.3787
2522,2016-11-09,EUR,4.2903,4.3769
2523,2016-11-10,EUR,4.2983,4.3850999999999996
2524,2016-11-14,EUR,4.3251,4.4125
2525,2016-11-15,EUR,4.3557,4.4437
2526,2016-11-16,EUR,4.3841,4.4727
2527,2016-11-17,EUR,4.3961,4.4849
2528,2016-11-18,EUR,4.4044,4.4934
2529,2016-11-21,EUR,4.402,4.491
2530,2016-11-22,EUR,4.3869,4.4755
2531,2016-11-23,EUR,4.3756,4.464
2532,2016-11-24,EUR,4.3853,4.4739
2533,2016-11-25,EUR,4.3804,4.4688
2534,2016-11-28,EUR,4.3687000000000005,4.4569
2535,2016-11-29,EUR,4.379,4.4674
2536,2016-11-30,EUR,4.3942,4.483
2537,2016-12-01,EUR,4.401,4.49
2538,2016-12-02,EUR,4.4254,4.5148
2539,2016-12-05,EUR,4.4391,4.5287
2540,2016-12-06,EUR,4.4554,4.5454
2541,2016-12-07,EUR,4.4332,4.5228
2542,2016-12-08,EUR,4.3931000000000004,4.4819
2543,2016-12-09,EUR,4.4075,4.4965
2544,2016-12-12,EUR,4.4061,4.4951
2545,2016-12-13,EUR,4.4107,4.4999
2546,2016-12-14,EUR,4.3939,4.4827
2547,2016-12-15,EUR,4.3916,4.4804
2548,2016-12-16,EUR,4.388,4.4766
2549,2016-12-19,EUR,4.3764,4.4648
2550,2016-12-20,EUR,4.3652,4.4534
2551,2016-12-21,EUR,4.3682,4.4564
2552,2016-12-22,EUR,4.3655,4.4537
2553,2016-12-23,EUR,4.367,4.4552
2554,2016-12-27,EUR,4.3565000000000005,4.4445
2555,2016-12-28,EUR,4.3633,4.4515
2556,2016-12-29,EUR,4.3652,4.4534
2557,2016-12-30,EUR,4.3711,4.4595
2558,2017-01-02,EUR,4.3649000000000004,4.4531
2559,2017-01-03,EUR,4.3687000000000005,4.4569
2560,2017-01-04,EUR,4.3464,4.4342
2561,2017-01-05,EUR,4.3312,4.4188
2562,2017-01-09,EUR,4.328,4.4154
2563,2017-01-10,EUR,4.3397,4.4273
2564,2017-01-11,EUR,4.3303,4.4177
2565,2017-01-12,EUR,4.3305,4.4179
2566,2017-01-13,EUR,4.3279,4.4153
2567,2017-01-16,EUR,4.3317,4.4193
2568,2017-01-17,EUR,4.3298,4.4172
2569,2017-01-18,EUR,4.3263,4.4137
2570,2017-01-19,EUR,4.3244,4.4118
2571,2017-01-20,EUR,4.3238,4.4112
2572,2017-01-23,EUR,4.3262,4.4136
2573,2017-01-24,EUR,4.3248,4.4122
2574,2017-01-25,EUR,4.3288,4.4162
2575,2017-01-26,EUR,4.3135,4.4007
2576,2017-01-27,EUR,4.2951,4.3819
2577,2017-01-30,EUR,4.2941,4.3809000000000005
2578,2017-01-31,EUR,4.2913,4.3779
2579,2017-02-01,EUR,4.2808,4.3672
2580,2017-02-02,EUR,4.2774,4.3638
2581,2017-02-03,EUR,4.2639,4.3501
2582,2017-02-06,EUR,4.2541,4.3401
2583,2017-02-07,EUR,4.242,4.3276
2584,2017-02-08,EUR,4.2555,4.3415
2585,2017-02-09,EUR,4.2726,4.359
2586,2017-02-10,EUR,4.2768,4.3632
2587,2017-02-13,EUR,4.2507,4.3365
2588,2017-02-14,EUR,4.2719000000000005,4.3583
2589,2017-02-15,EUR,4.2608,4.3468
2590,2017-02-16,EUR,4.2626,4.3488
2591,2017-02-17,EUR,4.2758,4.3622
2592,2017-02-20,EUR,4.2862,4.3728
2593,2017-02-21,EUR,4.2768,4.3632
2594,2017-02-22,EUR,4.2659,4.3521
2595,2017-02-23,EUR,4.2593,4.3453
2596,2017-02-24,EUR,4.2572,4.3432
2597,2017-02-27,EUR,4.263,4.3492
2598,2017-02-28,EUR,4.2675,4.3537
2599,2017-03-01,EUR,4.2718,4.3582
2600,2017-03-02,EUR,4.2557,4.3417
2601,2017-03-03,EUR,4.2582,4.3442
2602,2017-03-06,EUR,4.2555,4.3415
2603,2017-03-07,EUR,4.2684,4.3546
2604,2017-03-08,EUR,4.2654,4.3516
2605,2017-03-09,EUR,4.2626,4.3488
2606,2017-03-10,EUR,4.2763,4.3627
2607,2017-03-13,EUR,4.2771,4.3635
2608,2017-03-14,EUR,4.298,4.3848
2609,2017-03-15,EUR,4.2803,4.3667
2610,2017-03-16,EUR,4.2737,4.3601
2611,2017-03-17,EUR,4.2532,4.3392
2612,2017-03-20,EUR,4.2459,4.3317
2613,2017-03-21,EUR,4.2344,4.32
2614,2017-03-22,EUR,4.2262,4.3116
2615,2017-03-23,EUR,4.238,4.3236
2616,2017-03-24,EUR,4.2223,4.3075
2617,2017-03-27,EUR,4.2248,4.3102
2618,2017-03-28,EUR,4.2149,4.3001000000000005
2619,2017-03-29,EUR,4.1975999999999996,4.2824
2620,2017-03-30,EUR,4.1918,4.2764
2621,2017-03-31,EUR,4.1769,4.2613
2622,2017-04-03,EUR,4.1918,4.2764
2623,2017-04-04,EUR,4.2012,4.286
2624,2017-04-05,EUR,4.2095,4.2945
2625,2017-04-06,EUR,4.1926,4.2774
2626,2017-04-07,EUR,4.1847,4.2693
2627,2017-04-10,EUR,4.1826,4.267
2628,2017-04-11,EUR,4.1912,4.2758
2629,2017-04-12,EUR,4.1975999999999996,4.2824
2630,2017-04-13,EUR,4.205,4.29
2631,2017-04-14,EUR,4.2021,4.2869
2632,2017-04-18,EUR,4.1961,4.2809
2633,2017-04-19,EUR,4.1907,4.2753
2634,2017-04-20,EUR,4.2036,4.2886
2635,2017-04-21,EUR,4.2228,4.3082
2636,2017-04-24,EUR,4.2383,4.3239
2637,2017-04-25,EUR,4.1946,4.2794
2638,2017-04-26,EUR,4.1802,4.2646
2639,2017-04-27,EUR,4.1862,4.2708
2640,2017-04-28,EUR,4.1808,4.2652
2641,2017-05-02,EUR,4.1801,4.2645
2642,2017-05-04,EUR,4.1631,4.2473
2643,2017-05-05,EUR,4.18,4.2644
2644,2017-05-08,EUR,4.1754,4.2598
2645,2017-05-09,EUR,4.1666,4.2508
2646,2017-05-10,EUR,4.1888,4.2734
2647,2017-05-11,EUR,4.1766,4.261
2648,2017-05-12,EUR,4.1788,4.2632
2649,2017-05-15,EUR,4.1746,4.259
2650,2017-05-16,EUR,4.1579,4.2419
2651,2017-05-17,EUR,4.148,4.2318
2652,2017-05-18,EUR,4.1447,4.2285
2653,2017-05-19,EUR,4.1772,4.2616
2654,2017-05-22,EUR,4.1587,4.2427
2655,2017-05-23,EUR,4.1574,4.2414
2656,2017-05-24,EUR,4.1575,4.2415
2657,2017-05-25,EUR,4.1414,4.225
2658,2017-05-26,EUR,4.1329,4.2163
2659,2017-05-29,EUR,4.141,4.2246
2660,2017-05-30,EUR,4.143,4.2266
2661,2017-05-31,EUR,4.1304,4.2138
2662,2017-06-01,EUR,4.1329,4.2163
2663,2017-06-02,EUR,4.1481,4.2319
2664,2017-06-05,EUR,4.1411,4.2247
2665,2017-06-06,EUR,4.1492,4.233
2666,2017-06-07,EUR,4.1518,4.2356
2667,2017-06-08,EUR,4.1534,4.2374
2668,2017-06-09,EUR,4.1579,4.2419
2669,2017-06-12,EUR,4.147,4.2308
2670,2017-06-13,EUR,4.1506,4.2344
2671,2017-06-14,EUR,4.1518,4.2356
2672,2017-06-16,EUR,4.1552,4.2392
2673,2017-06-19,EUR,4.1759,4.2603
2674,2017-06-20,EUR,4.178,4.2624
2675,2017-06-21,EUR,4.1798,4.2642
2676,2017-06-22,EUR,4.1961,4.2809
2677,2017-06-23,EUR,4.2019,4.2867
2678,2017-06-26,EUR,4.1851,4.2697
2679,2017-06-27,EUR,4.1638,4.248
2680,2017-06-28,EUR,4.1781,4.2625
2681,2017-06-29,EUR,4.1954,4.2802
2682,2017-06-30,EUR,4.1986,4.2834
2683,2017-07-03,EUR,4.1827,4.2671
2684,2017-07-04,EUR,4.196,4.2808
2685,2017-07-05,EUR,4.2026,4.2876
2686,2017-07-06,EUR,4.206,4.291
2687,2017-07-07,EUR,4.2027,4.2877
2688,2017-07-10,EUR,4.1931,4.2779
2689,2017-07-11,EUR,4.1914,4.276
2690,2017-07-12,EUR,4.2025,4.2873
2691,2017-07-13,EUR,4.1907,4.2753
2692,2017-07-14,EUR,4.1874,4.272
2693,2017-07-17,EUR,4.1706,4.2548
2694,2017-07-18,EUR,4.1651,4.2493
2695,2017-07-19,EUR,4.1585,4.2425
2696,2017-07-20,EUR,4.1703,4.2545
2697,2017-07-21,EUR,4.1643,4.2485
2698,2017-07-24,EUR,4.2028,4.2878
2699,2017-07-25,EUR,4.2019,4.2867
2700,2017-07-26,EUR,4.2114,4.2964
2701,2017-07-27,EUR,4.2149,4.3001000000000005
2702,2017-07-28,EUR,4.2146,4.2998
2703,2017-07-31,EUR,4.2124,4.2974
2704,2017-08-01,EUR,4.2105,4.2955
2705,2017-08-02,EUR,4.2089,4.2939
2706,2017-08-03,EUR,4.2091,4.2941
2707,2017-08-04,EUR,4.2067,4.2917
2708,2017-08-07,EUR,4.1955,4.2803
2709,2017-08-08,EUR,4.2078,4.2928
2710,2017-08-09,EUR,4.2147,4.2999
2711,2017-08-10,EUR,4.2235,4.3089
2712,2017-08-11,EUR,4.2294,4.3148
2713,2017-08-14,EUR,4.2445,4.3303
2714,2017-08-16,EUR,4.2408,4.3264
2715,2017-08-17,EUR,4.2222,4.3074
2716,2017-08-18,EUR,4.2202,4.3054
2717,2017-08-21,EUR,4.237,4.3225999999999996
2718,2017-08-22,EUR,4.2281,4.3135
2719,2017-08-23,EUR,4.2336,4.3192
2720,2017-08-24,EUR,4.2387,4.3243
2721,2017-08-25,EUR,4.2251,4.3105
2722,2017-08-28,EUR,4.2096,4.2946
2723,2017-08-29,EUR,4.2083,4.2933
2724,2017-08-30,EUR,4.2252,4.3106
2725,2017-08-31,EUR,4.2168,4.302
2726,2017-09-01,EUR,4.2125,4.2977
2727,2017-09-04,EUR,4.2053,4.2903
2728,2017-09-05,EUR,4.1987,4.2835
2729,2017-09-06,EUR,4.1957,4.2805
2730,2017-09-07,EUR,4.2031,4.2881
2731,2017-09-08,EUR,4.2052,4.2902000000000005
2732,2017-09-11,EUR,4.2095,4.2945
2733,2017-09-12,EUR,4.2073,4.2923
2734,2017-09-13,EUR,4.2205,4.3057
2735,2017-09-14,EUR,4.2336,4.3192
2736,2017-09-15,EUR,4.2415,4.3271
2737,2017-09-18,EUR,4.2326,4.3182
2738,2017-09-19,EUR,4.2453,4.3311
2739,2017-09-20,EUR,4.2391,4.3247
2740,2017-09-21,EUR,4.2325,4.3181
2741,2017-09-22,EUR,4.2328,4.3184000000000005
2742,2017-09-25,EUR,4.2253,4.3107
2743,2017-09-26,EUR,4.2319,4.3173
2744,2017-09-27,EUR,4.2457,4.3315
2745,2017-09-28,EUR,4.2735,4.3599
2746,2017-09-29,EUR,4.2691,4.3553
2747,2017-10-02,EUR,4.2582,4.3442
2748,2017-10-03,EUR,4.2703,4.3565000000000005
2749,2017-10-04,EUR,4.2674,4.3536
2750,2017-10-05,EUR,4.2565,4.3425
2751,2017-10-06,EUR,4.2592,4.3452
2752,2017-10-09,EUR,4.2718,4.3582
2753,2017-10-10,EUR,4.263,4.3492
2754,2017-10-11,EUR,4.2444,4.3302
2755,2017-10-12,EUR,4.2374,4.323
2756,2017-10-13,EUR,4.2324,4.318
2757,2017-10-16,EUR,4.2084,4.2934
2758,2017-10-17,EUR,4.1913,4.2759
2759,2017-10-18,EUR,4.1833,4.2679
2760,2017-10-19,EUR,4.1848,4.2694
2761,2017-10-20,EUR,4.1975,4.2823
2762,2017-10-23,EUR,4.1943,4.2791
2763,2017-10-24,EUR,4.1836,4.2682
2764,2017-10-25,EUR,4.1996,4.2844
2765,2017-10-26,EUR,4.1907,4.2753
2766,2017-10-27,EUR,4.1965,4.2813
2767,2017-10-30,EUR,4.2088,4.2938
2768,2017-10-31,EUR,4.2043,4.2893
2769,2017-11-02,EUR,4.2036,4.2886
2770,2017-11-03,EUR,4.1966,4.2814
2771,2017-11-06,EUR,4.205,4.29
2772,2017-11-07,EUR,4.1992,4.284
2773,2017-11-08,EUR,4.1983,4.2831
2774,2017-11-09,EUR,4.1913,4.2759
2775,2017-11-10,EUR,4.1914,4.276
2776,2017-11-13,EUR,4.1852,4.2698
2777,2017-11-14,EUR,4.1941,4.2789
2778,2017-11-15,EUR,4.1993,4.2841000000000005
2779,2017-11-16,EUR,4.2039,4.2889
2780,2017-11-17,EUR,4.1997,4.2845
2781,2017-11-20,EUR,4.1943,4.2791
2782,2017-11-21,EUR,4.1903,4.2749
2783,2017-11-22,EUR,4.182,4.2664
2784,2017-11-23,EUR,4.1721,4.2563
2785,2017-11-24,EUR,4.1688,4.253
2786,2017-11-27,EUR,4.1675,4.2517
2787,2017-11-28,EUR,4.1613,4.2453
2788,2017-11-29,EUR,4.1616,4.2456
2789,2017-11-30,EUR,4.1588,4.2428
2790,2017-12-01,EUR,4.1607,4.2447
2791,2017-12-04,EUR,4.162,4.246
2792,2017-12-05,EUR,4.1605,4.2445
2793,2017-12-06,EUR,4.1644,4.2486
2794,2017-12-07,EUR,4.1709,4.2551
2795,2017-12-08,EUR,4.1729,4.2573
2796,2017-12-11,EUR,4.1594,4.2434
2797,2017-12-12,EUR,4.1613,4.2453
2798,2017-12-13,EUR,4.1653,4.2495
2799,2017-12-14,EUR,4.1733,4.2577
2800,2017-12-15,EUR,4.1787,4.2631
2801,2017-12-18,EUR,4.1741,4.2585
2802,2017-12-19,EUR,4.1658,4.25
2803,2017-12-20,EUR,4.159,4.243
2804,2017-12-21,EUR,4.1592,4.2432
2805,2017-12-22,EUR,4.154,4.238
2806,2017-12-27,EUR,4.1502,4.234
2807,2017-12-28,EUR,4.1485,4.2323
2808,2017-12-29,EUR,4.1412,4.2248
2809,2018-01-02,EUR,4.1397,4.2233
2810,2018-01-03,EUR,4.1211,4.2043
2811,2018-01-04,EUR,4.1208,4.204
2812,2018-01-05,EUR,4.1131,4.1961
2813,2018-01-08,EUR,4.114,4.1972
2814,2018-01-09,EUR,4.1273,4.2107
2815,2018-01-10,EUR,4.1417,4.2253
2816,2018-01-11,EUR,4.1383,4.2219
2817,2018-01-12,EUR,4.1332,4.2166
2818,2018-01-15,EUR,4.1246,4.208
2819,2018-01-16,EUR,4.1316,4.215
2820,2018-01-17,EUR,4.1323,4.2157
2821,2018-01-18,EUR,4.1331,4.2165
2822,2018-01-19,EUR,4.1221,4.2053
2823,2018-01-22,EUR,4.1277,4.2111
2824,2018-01-23,EUR,4.1279,4.2113
2825,2018-01-24,EUR,4.1285,4.2119
2826,2018-01-25,EUR,4.1076,4.1906
2827,2018-01-26,EUR,4.1065,4.1895
2828,2018-01-29,EUR,4.0968,4.1796
2829,2018-01-30,EUR,4.106,4.189
2830,2018-01-31,EUR,4.1129,4.1959
2831,2018-02-01,EUR,4.1096,4.1926
2832,2018-02-02,EUR,4.117,4.2002
2833,2018-02-05,EUR,4.1206,4.2038
2834,2018-02-06,EUR,4.1027,4.1855
2835,2018-02-07,EUR,4.121,4.2042
2836,2018-02-08,EUR,4.1177,4.2009
2837,2018-02-09,EUR,4.1287,4.2121
2838,2018-02-12,EUR,4.1429,4.2265
2839,2018-02-13,EUR,4.131,4.2144
2840,2018-02-14,EUR,4.1345,4.2181
2841,2018-02-15,EUR,4.1325,4.2159
2842,2018-02-16,EUR,4.1153,4.1985
2843,2018-02-19,EUR,4.1195,4.2027
2844,2018-02-20,EUR,4.1003,4.1831
2845,2018-02-21,EUR,4.1057,4.1887
2846,2018-02-22,EUR,4.127,4.2104
2847,2018-02-23,EUR,4.1368,4.2204
2848,2018-02-26,EUR,4.1317,4.2151
2849,2018-02-27,EUR,4.1292,4.2126
2850,2018-02-28,EUR,4.1283,4.2117
2851,2018-03-01,EUR,4.1357,4.2193
2852,2018-03-02,EUR,4.1473,4.2311
2853,2018-03-05,EUR,4.1544,4.2384
2854,2018-03-06,EUR,4.1548,4.2388
2855,2018-03-07,EUR,4.1403,4.2239
2856,2018-03-08,EUR,4.1482,4.232
2857,2018-03-09,EUR,4.1629,4.2471
2858,2018-03-12,EUR,4.1553,4.2393
2859,2018-03-13,EUR,4.1608,4.2448
2860,2018-03-14,EUR,4.1699,4.2541
2861,2018-03-15,EUR,4.1579,4.2419
2862,2018-03-16,EUR,4.1679,4.2521
2863,2018-03-19,EUR,4.1724,4.2566
2864,2018-03-20,EUR,4.1759,4.2603
2865,2018-03-21,EUR,4.1882,4.2728
2866,2018-03-22,EUR,4.1959,4.2807
2867,2018-03-23,EUR,4.1764,4.2608
2868,2018-03-26,EUR,4.1836,4.2682
2869,2018-03-27,EUR,4.1817,4.2661
2870,2018-03-28,EUR,4.1722,4.2564
2871,2018-03-29,EUR,4.1642,4.2484
2872,2018-03-30,EUR,4.1682,4.2524
2873,2018-04-03,EUR,4.1664,4.2506
2874,2018-04-04,EUR,4.165,4.2492
2875,2018-04-05,EUR,4.1591000000000005,4.2431
2876,2018-04-06,EUR,4.1535,4.2375
2877,2018-04-09,EUR,4.1511,4.2349
2878,2018-04-10,EUR,4.1524,4.2362
2879,2018-04-11,EUR,4.1468,4.2306
2880,2018-04-12,EUR,4.1496,4.2334
2881,2018-04-13,EUR,4.1362,4.2198
2882,2018-04-16,EUR,4.1263,4.2097
2883,2018-04-17,EUR,4.1154,4.1986
2884,2018-04-18,EUR,4.1195,4.2027
2885,2018-04-19,EUR,4.122,4.2052
2886,2018-04-20,EUR,4.1264,4.2098
2887,2018-04-23,EUR,4.1299,4.2133
2888,2018-04-24,EUR,4.1552,4.2392
2889,2018-04-25,EUR,4.1634,4.2476
2890,2018-04-26,EUR,4.1892,4.2738
2891,2018-04-27,EUR,4.1873000000000005,4.2719000000000005
2892,2018-04-30,EUR,4.1676,4.2518
2893,2018-05-02,EUR,4.1849,4.2695
2894,2018-05-04,EUR,4.2401,4.3257
2895,2018-05-07,EUR,4.2069,4.2919
2896,2018-05-08,EUR,4.213,4.2982
2897,2018-05-09,EUR,4.2401,4.3257
2898,2018-05-10,EUR,4.2265,4.3119
2899,2018-05-11,EUR,4.2046,4.2896
2900,2018-05-14,EUR,4.2189,4.3041
2901,2018-05-15,EUR,4.2206,4.3058
2902,2018-05-16,EUR,4.2559000000000005,4.3419
2903,2018-05-17,EUR,4.2373,4.3229
2904,2018-05-18,EUR,4.2517,4.3375
2905,2018-05-21,EUR,4.2578,4.3438
2906,2018-05-22,EUR,4.2564,4.3424
2907,2018-05-23,EUR,4.2454,4.3312
2908,2018-05-24,EUR,4.2667,4.3529
2909,2018-05-25,EUR,4.2697,4.3559
2910,2018-05-28,EUR,4.2729,4.3593
2911,2018-05-29,EUR,4.2566,4.3426
2912,2018-05-30,EUR,4.2600999999999996,4.3461
2913,2018-06-01,EUR,4.2738,4.3602
2914,2018-06-04,EUR,4.2695,4.3557
2915,2018-06-05,EUR,4.2421,4.3277
2916,2018-06-06,EUR,4.2423,4.3281
2917,2018-06-07,EUR,4.2276,4.313
2918,2018-06-08,EUR,4.2258,4.3112
2919,2018-06-11,EUR,4.2341,4.3197
2920,2018-06-12,EUR,4.2255,4.3109
2921,2018-06-13,EUR,4.2327,4.3183
2922,2018-06-14,EUR,4.2322,4.3176
2923,2018-06-15,EUR,4.2345,4.3201
2924,2018-06-18,EUR,4.2408,4.3264
2925,2018-06-19,EUR,4.249,4.3348
2926,2018-06-20,EUR,4.2632,4.3494
2927,2018-06-21,EUR,4.2677,4.3539
2928,2018-06-22,EUR,4.2833,4.3699
2929,2018-06-25,EUR,4.2732,4.3596
2930,2018-06-26,EUR,4.2977,4.3845
2931,2018-06-27,EUR,4.2994,4.3862
2932,2018-06-28,EUR,4.2947,4.3815
2933,2018-06-29,EUR,4.3178,4.405
2934,2018-07-02,EUR,4.3299,4.4173
2935,2018-07-03,EUR,4.3518,4.4398
2936,2018-07-04,EUR,4.3474,4.4352
2937,2018-07-05,EUR,4.3368,4.4244
2938,2018-07-06,EUR,4.3123000000000005,4.3995
2939,2018-07-09,EUR,4.3163,4.4035
2940,2018-07-10,EUR,4.282,4.3686
2941,2018-07-11,EUR,4.2761,4.3625
2942,2018-07-12,EUR,4.2784,4.3648
2943,2018-07-13,EUR,4.2809,4.3673
2944,2018-07-16,EUR,4.2792,4.3656
2945,2018-07-17,EUR,4.2636,4.3498
2946,2018-07-18,EUR,4.2528,4.3388
2947,2018-07-19,EUR,4.2671,4.3533
2948,2018-07-20,EUR,4.2886,4.3752
2949,2018-07-23,EUR,4.2786,4.365
2950,2018-07-24,EUR,4.286,4.3726
2951,2018-07-25,EUR,4.2642,4.3504
2952,2018-07-26,EUR,4.2573,4.3433
2953,2018-07-27,EUR,4.2429,4.3286999999999995
2954,2018-07-30,EUR,4.2407,4.3263
2955,2018-07-31,EUR,4.2318,4.3172
2956,2018-08-01,EUR,4.2377,4.3233
2957,2018-08-02,EUR,4.2231,4.3085
2958,2018-08-03,EUR,4.2285,4.3139
2959,2018-08-06,EUR,4.2151,4.3003
2960,2018-08-07,EUR,4.2248,4.3102
2961,2018-08-08,EUR,4.211,4.296
2962,2018-08-09,EUR,4.2183,4.3035
2963,2018-08-10,EUR,4.2328,4.3184000000000005
2964,2018-08-13,EUR,4.2447,4.3305
2965,2018-08-14,EUR,4.254,4.34
2966,2018-08-16,EUR,4.2557,4.3417
2967,2018-08-17,EUR,4.2599,4.3459
2968,2018-08-20,EUR,4.26,4.346
2969,2018-08-21,EUR,4.265,4.3512
2970,2018-08-22,EUR,4.2587,4.3447
2971,2018-08-23,EUR,4.2396,4.3252
2972,2018-08-24,EUR,4.2426,4.3284
2973,2018-08-27,EUR,4.2373,4.3229
2974,2018-08-28,EUR,4.2293,4.3147
2975,2018-08-29,EUR,4.225,4.3104
2976,2018-08-30,EUR,4.2463,4.3321
2977,2018-08-31,EUR,4.2536,4.3396
2978,2018-09-03,EUR,4.2464,4.3322
2979,2018-09-04,EUR,4.2488,4.3346
2980,2018-09-05,EUR,4.2653,4.3515
2981,2018-09-06,EUR,4.2761,4.3625
2982,2018-09-07,EUR,4.2759,4.3623
2983,2018-09-10,EUR,4.2692,4.3554
2984,2018-09-11,EUR,4.2754,4.3618
2985,2018-09-12,EUR,4.2664,4.3526
2986,2018-09-13,EUR,4.2676,4.3538
2987,2018-09-14,EUR,4.2592,4.3452
2988,2018-09-17,EUR,4.2615,4.3475
2989,2018-09-18,EUR,4.2544,4.3404
2990,2018-09-19,EUR,4.2536,4.3396
2991,2018-09-20,EUR,4.2483,4.3341
2992,2018-09-21,EUR,4.2553,4.3413
2993,2018-09-24,EUR,4.2581,4.3441
2994,2018-09-25,EUR,4.2606,4.3466000000000005
2995,2018-09-26,EUR,4.2486,4.3344000000000005
2996,2018-09-27,EUR,4.2395,4.3251
2997,2018-09-28,EUR,4.231,4.3164
2998,2018-10-01,EUR,4.2308,4.3162
2999,2018-10-02,EUR,4.2374,4.323
3000,2018-10-03,EUR,4.2534,4.3394
3001,2018-10-04,EUR,4.2504,4.3362
3002,2018-10-05,EUR,4.2602,4.3462
3003,2018-10-08,EUR,4.2581,4.3441
3004,2018-10-09,EUR,4.2624,4.3486
3005,2018-10-10,EUR,4.2708,4.357
3006,2018-10-11,EUR,4.2664,4.3526
3007,2018-10-12,EUR,4.2684,4.3546
3008,2018-10-15,EUR,4.2558,4.3418
3009,2018-10-16,EUR,4.2517,4.3375
3010,2018-10-17,EUR,4.2445,4.3303
3011,2018-10-18,EUR,4.2499,4.3357
3012,2018-10-19,EUR,4.2559000000000005,4.3419
3013,2018-10-22,EUR,4.2551,4.3411
3014,2018-10-23,EUR,4.2485,4.3343
3015,2018-10-24,EUR,4.252,4.338
3016,2018-10-25,EUR,4.2637,4.3499
3017,2018-10-26,EUR,4.2686,4.3548
3018,2018-10-29,EUR,4.268,4.3542
3019,2018-10-30,EUR,4.2794,4.3658
3020,2018-10-31,EUR,4.2845,4.3711
3021,2018-11-02,EUR,4.2938,4.3806
3022,2018-11-05,EUR,4.273,4.3594
3023,2018-11-06,EUR,4.2659,4.3521
3024,2018-11-07,EUR,4.2661,4.3523
3025,2018-11-08,EUR,4.2464,4.3322
3026,2018-11-09,EUR,4.2417,4.3273
3027,2018-11-12,EUR,4.2465,4.3323
3028,2018-11-13,EUR,4.2532,4.3392
3029,2018-11-14,EUR,4.2531,4.3391
3030,2018-11-15,EUR,4.2486,4.3344000000000005
3031,2018-11-16,EUR,4.2481,4.3339
3032,2018-11-19,EUR,4.2624,4.3486
