,Date,Code,Buy,Sell
3033,2018-11-20,EUR,4.2882,4.3748000000000005
3034,2018-11-21,EUR,4.2734,4.3598
3035,2018-11-22,EUR,4.2576,4.3436
3036,2018-11-23,EUR,4.2552,4.3412
3037,2018-11-26,EUR,4.2465,4.3323
3038,2018-11-27,EUR,4.2496,4.3354
3039,2018-11-28,EUR,4.2521,4.3381
3040,2018-11-29,EUR,4.2521,4.3381
3041,2018-11-30,EUR,4.2468,4.3326
3042,2018-12-03,EUR,4.2474,4.3332
3043,2018-12-04,EUR,4.2382,4.3238
3044,2018-12-05,EUR,4.2397,4.3253
3045,2018-12-06,EUR,4.2417,4.3273
3046,2018-12-07,EUR,4.2407,4.3263
3047,2018-12-10,EUR,4.2425,4.3283000000000005
3048,2018-12-11,EUR,4.2489,4.3347
3049,2018-12-12,EUR,4.2556,4.3416
3050,2018-12-13,EUR,4.2589,4.3449
3051,2018-12-14,EUR,4.2496,4.3354
3052,2018-12-17,EUR,4.2532,4.3392
3053,2018-12-18,EUR,4.2417,4.3273
3054,2018-12-19,EUR,4.2421,4.3279
3055,2018-12-20,EUR,4.2405,4.3261
3056,2018-12-21,EUR,4.2422,4.328
3057,2018-12-24,EUR,4.2398,4.3254
3058,2018-12-27,EUR,4.2404,4.326
3059,2018-12-28,EUR,4.2501,4.3359
3060,2018-12-31,EUR,4.2614,4.3474
3061,2019-01-02,EUR,4.257,4.343
3062,2019-01-03,EUR,4.2561,4.3421
3063,2019-01-04,EUR,4.2559000000000005,4.3419
3064,2019-01-07,EUR,4.2526,4.3386
3065,2019-01-08,EUR,4.2533,4.3393
3066,2019-01-09,EUR,4.2549,4.3409
3067,2019-01-10,EUR,4.2525,4.3385
3068,2019-01-11,EUR,4.2559000000000005,4.3419
3069,2019-01-14,EUR,4.2521,4.3381
3070,2019-01-15,EUR,4.2456,4.3314
3071,2019-01-16,EUR,4.2473,4.3331
3072,2019-01-17,EUR,4.2389,4.3245000000000005
3073,2019-01-18,EUR,4.2414,4.327
3074,2019-01-21,EUR,4.2462,4.332
3075,2019-01-22,EUR,4.247,4.3328
3076,2019-01-23,EUR,4.2404,4.326
3077,2019-01-24,EUR,4.2469,4.3327
3078,2019-01-25,EUR,4.2465,4.3323
3079,2019-01-28,EUR,4.2445,4.3303
3080,2019-01-29,EUR,4.2481,4.3339
3081,2019-01-30,EUR,4.253,4.339
3082,2019-01-31,EUR,4.2454,4.3312
3083,2019-02-01,EUR,4.2169,4.3021
3084,2019-02-04,EUR,4.2373,4.3229
3085,2019-02-05,EUR,4.243,4.3288
3086,2019-02-06,EUR,4.2467,4.3325
3087,2019-02-07,EUR,4.2529,4.3389
3088,2019-02-08,EUR,4.2602,4.3462
3089,2019-02-11,EUR,4.2675,4.3537
3090,2019-02-12,EUR,4.2776,4.364
3091,2019-02-13,EUR,4.2821,4.3687000000000005
3092,2019-02-14,EUR,4.2865,4.3731
3093,2019-02-15,EUR,4.2943,4.3811
3094,2019-02-18,EUR,4.2881,4.3747
3095,2019-02-19,EUR,4.288,4.3746
3096,2019-02-20,EUR,4.2907,4.3773
3097,2019-02-21,EUR,4.2955,4.3823
3098,2013-01-02,CZK,0.16140000000000002,0.1646
3099,2013-01-03,CZK,0.16,0.1632
3100,2013-01-04,CZK,0.1602,0.16340000000000002
3101,2013-01-07,CZK,0.16060000000000002,0.1638
3102,2013-01-08,CZK,0.15990000000000001,0.1631
3103,2013-01-09,CZK,0.1593,0.1625
3104,2013-01-10,CZK,0.1592,0.16240000000000002
3105,2013-01-11,CZK,0.15810000000000002,0.1613
3106,2013-01-14,CZK,0.1587,0.16190000000000002
3107,2013-01-15,CZK,0.1593,0.1625
3108,2013-01-16,CZK,0.15940000000000001,0.1626
3109,2013-01-17,CZK,0.1598,0.163
3110,2013-01-18,CZK,0.1598,0.163
3111,2013-01-21,CZK,0.1607,0.16390000000000002
3112,2013-01-22,CZK,0.1613,0.1645
3113,2013-01-23,CZK,0.1613,0.1645
3114,2013-01-24,CZK,0.1613,0.1645
3115,2013-01-25,CZK,0.1622,0.16540000000000002
3116,2013-01-28,CZK,0.1615,0.1647
3117,2013-01-29,CZK,0.16190000000000002,0.1651
3118,2013-01-30,CZK,0.1622,0.16540000000000002
3119,2013-01-31,CZK,0.162,0.1652
3120,2013-02-01,CZK,0.1621,0.1653
3121,2013-02-04,CZK,0.161,0.1642
3122,2013-02-05,CZK,0.1608,0.164
3123,2013-02-06,CZK,0.161,0.1642
3124,2013-02-07,CZK,0.1628,0.166
3125,2013-02-08,CZK,0.1633,0.16670000000000001
3126,2013-02-11,CZK,0.1633,0.16670000000000001
3127,2013-02-12,CZK,0.1632,0.16640000000000002
3128,2013-02-13,CZK,0.1633,0.16670000000000001
3129,2013-02-14,CZK,0.16240000000000002,0.1656
3130,2013-02-15,CZK,0.16290000000000002,0.1661
3131,2013-02-18,CZK,0.163,0.16620000000000001
3132,2013-02-19,CZK,0.1633,0.16670000000000001
3133,2013-02-20,CZK,0.1627,0.16590000000000002
3134,2013-02-21,CZK,0.1623,0.1655
3135,2013-02-22,CZK,0.1617,0.16490000000000002
3136,2013-02-25,CZK,0.16140000000000002,0.1646
3137,2013-02-26,CZK,0.1608,0.164
3138,2013-02-27,CZK,0.1615,0.1647
3139,2013-02-28,CZK,0.16090000000000002,0.1641
3140,2013-03-01,CZK,0.1602,0.16340000000000002
3141,2013-03-04,CZK,0.1597,0.16290000000000002
3142,2013-03-05,CZK,0.1597,0.16290000000000002
3143,2013-03-06,CZK,0.1597,0.16290000000000002
3144,2013-03-07,CZK,0.1607,0.16390000000000002
3145,2013-03-08,CZK,0.161,0.1642
3146,2013-03-11,CZK,0.161,0.1642
3147,2013-03-12,CZK,0.1605,0.1637
3148,2013-03-13,CZK,0.16010000000000002,0.1633
3149,2013-03-14,CZK,0.16010000000000002,0.1633
3150,2013-03-15,CZK,0.1603,0.1635
3151,2013-03-18,CZK,0.16060000000000002,0.1638
3152,2013-03-19,CZK,0.1605,0.1637
3153,2013-03-20,CZK,0.1607,0.16390000000000002
3154,2013-03-21,CZK,0.16060000000000002,0.1638
3155,2013-03-22,CZK,0.1608,0.164
3156,2013-03-25,CZK,0.1603,0.1635
3157,2013-03-26,CZK,0.16,0.1632
3158,2013-03-27,CZK,0.1603,0.1635
3159,2013-03-28,CZK,0.16040000000000001,0.1636
3160,2013-03-29,CZK,0.16040000000000001,0.1636
3161,2013-04-02,CZK,0.1605,0.1637
3162,2013-04-03,CZK,0.15990000000000001,0.1631
3163,2013-04-04,CZK,0.1607,0.16390000000000002
3164,2013-04-05,CZK,0.1605,0.1637
3165,2013-04-08,CZK,0.1603,0.1635
3166,2013-04-09,CZK,0.1588,0.162
3167,2013-04-10,CZK,0.15860000000000002,0.1618
3168,2013-04-11,CZK,0.1572,0.16040000000000001
3169,2013-04-12,CZK,0.1573,0.1605
3170,2013-04-15,CZK,0.1568,0.16
3171,2013-04-16,CZK,0.1574,0.16060000000000002
3172,2013-04-17,CZK,0.1572,0.16040000000000001
3173,2013-04-18,CZK,0.15760000000000002,0.1608
3174,2013-04-19,CZK,0.15760000000000002,0.1608
3175,2013-04-22,CZK,0.15710000000000002,0.1603
3176,2013-04-23,CZK,0.1569,0.16010000000000002
3177,2013-04-24,CZK,0.158,0.1612
3178,2013-04-25,CZK,0.1584,0.16160000000000002
3179,2013-04-26,CZK,0.159,0.1622
3180,2013-04-29,CZK,0.15990000000000001,0.1631
3181,2013-04-30,CZK,0.1595,0.1627
3182,2013-05-02,CZK,0.1595,0.1627
3183,2013-05-06,CZK,0.15990000000000001,0.1631
3184,2013-05-07,CZK,0.16010000000000002,0.1633
3185,2013-05-08,CZK,0.15910000000000002,0.1623
3186,2013-05-09,CZK,0.1582,0.16140000000000002
3187,2013-05-10,CZK,0.1584,0.16160000000000002
3188,2013-05-13,CZK,0.1592,0.16240000000000002
3189,2013-05-14,CZK,0.15910000000000002,0.1623
3190,2013-05-15,CZK,0.15940000000000001,0.1626
3191,2013-05-16,CZK,0.1592,0.16240000000000002
3192,2013-05-17,CZK,0.1592,0.16240000000000002
3193,2013-05-20,CZK,0.1588,0.162
3194,2013-05-21,CZK,0.1582,0.16140000000000002
3195,2013-05-22,CZK,0.1589,0.1621
3196,2013-05-23,CZK,0.1585,0.1617
3197,2013-05-24,CZK,0.1592,0.16240000000000002
3198,2013-05-27,CZK,0.1603,0.1635
3199,2013-05-28,CZK,0.1602,0.16340000000000002
3200,2013-05-29,CZK,0.1598,0.163
3201,2013-05-31,CZK,0.1618,0.165
3202,2013-06-03,CZK,0.16490000000000002,0.1683
3203,2013-06-04,CZK,0.1645,0.16790000000000002
3204,2013-06-05,CZK,0.1623,0.1655
3205,2013-06-06,CZK,0.1633,0.1665
3206,2013-06-07,CZK,0.1661,0.1695
3207,2013-06-10,CZK,0.1651,0.1685
3208,2013-06-11,CZK,0.1642,0.1676
3209,2013-06-12,CZK,0.1652,0.1686
3210,2013-06-13,CZK,0.1642,0.1676
3211,2013-06-14,CZK,0.1636,0.167
3212,2013-06-17,CZK,0.1626,0.1658
3213,2013-06-18,CZK,0.16340000000000002,0.1668
3214,2013-06-19,CZK,0.1641,0.1675
3215,2013-06-20,CZK,0.1642,0.1676
3216,2013-06-21,CZK,0.1661,0.1695
3217,2013-06-24,CZK,0.16590000000000002,0.1693
3218,2013-06-25,CZK,0.166,0.1694
3219,2013-06-26,CZK,0.1658,0.16920000000000002
3220,2013-06-27,CZK,0.16590000000000002,0.1693
3221,2013-06-28,CZK,0.164,0.16740000000000002
3222,2013-07-01,CZK,0.166,0.1694
3223,2013-07-02,CZK,0.1651,0.1685
3224,2013-07-03,CZK,0.165,0.16840000000000002
3225,2013-07-04,CZK,0.1648,0.16820000000000002
3226,2013-07-05,CZK,0.1637,0.1671
3227,2013-07-08,CZK,0.1643,0.16770000000000002
3228,2013-07-09,CZK,0.1641,0.1675
3229,2013-07-10,CZK,0.165,0.16840000000000002
3230,2013-07-11,CZK,0.16540000000000002,0.1688
3231,2013-07-12,CZK,0.1652,0.1686
3232,2013-07-15,CZK,0.1641,0.1675
3233,2013-07-16,CZK,0.1631,0.1663
3234,2013-07-17,CZK,0.1621,0.1653
3235,2013-07-18,CZK,0.1622,0.16540000000000002
3236,2013-07-19,CZK,0.1622,0.16540000000000002
3237,2013-07-22,CZK,0.162,0.1652
3238,2013-07-23,CZK,0.1608,0.164
3239,2013-07-24,CZK,0.1607,0.16390000000000002
3240,2013-07-25,CZK,0.1612,0.16440000000000002
3241,2013-07-26,CZK,0.16190000000000002,0.1651
3242,2013-07-29,CZK,0.16190000000000002,0.1651
3243,2013-07-30,CZK,0.16140000000000002,0.1646
3244,2013-07-31,CZK,0.1623,0.1655
3245,2013-08-01,CZK,0.1626,0.1658
3246,2013-08-02,CZK,0.1618,0.165
3247,2013-08-05,CZK,0.16190000000000002,0.1651
3248,2013-08-06,CZK,0.161,0.1642
3249,2013-08-07,CZK,0.1605,0.1637
3250,2013-08-08,CZK,0.1607,0.16390000000000002
3251,2013-08-09,CZK,0.1605,0.1637
3252,2013-08-12,CZK,0.15990000000000001,0.1631
3253,2013-08-13,CZK,0.1605,0.1637
3254,2013-08-14,CZK,0.1607,0.16390000000000002
3255,2013-08-16,CZK,0.16160000000000002,0.1648
3256,2013-08-19,CZK,0.16190000000000002,0.1651
3257,2013-08-20,CZK,0.1628,0.166
3258,2013-08-21,CZK,0.1625,0.16570000000000001
3259,2013-08-22,CZK,0.1631,0.1663
3260,2013-08-23,CZK,0.1633,0.16670000000000001
3261,2013-08-26,CZK,0.1633,0.1665
3262,2013-08-27,CZK,0.1631,0.1663
3263,2013-08-28,CZK,0.1637,0.1671
3264,2013-08-29,CZK,0.16540000000000002,0.1688
3265,2013-08-30,CZK,0.1646,0.168
3266,2013-09-02,CZK,0.16390000000000002,0.1673
3267,2013-09-03,CZK,0.16390000000000002,0.1673
3268,2013-09-04,CZK,0.1642,0.1676
3269,2013-09-05,CZK,0.1641,0.1675
3270,2013-09-06,CZK,0.16440000000000002,0.1678
3271,2013-09-09,CZK,0.1645,0.16790000000000002
3272,2013-09-10,CZK,0.1635,0.16690000000000002
3273,2013-09-11,CZK,0.1632,0.16640000000000002
3274,2013-09-12,CZK,0.1621,0.1653
3275,2013-09-13,CZK,0.16140000000000002,0.1646
3276,2013-09-16,CZK,0.1617,0.16490000000000002
3277,2013-09-17,CZK,0.16110000000000002,0.1643
3278,2013-09-18,CZK,0.16240000000000002,0.1656
3279,2013-09-19,CZK,0.1621,0.1653
3280,2013-09-20,CZK,0.16090000000000002,0.1641
3281,2013-09-23,CZK,0.1621,0.1653
3282,2013-09-24,CZK,0.1612,0.16440000000000002
3283,2013-09-25,CZK,0.1617,0.16490000000000002
3284,2013-09-26,CZK,0.16140000000000002,0.1646
3285,2013-09-27,CZK,0.163,0.16620000000000001
3286,2013-09-30,CZK,0.163,0.16620000000000001
3287,2013-10-01,CZK,0.163,0.16620000000000001
3288,2013-10-02,CZK,0.1628,0.166
3289,2013-10-03,CZK,0.16290000000000002,0.1661
3290,2013-10-04,CZK,0.1628,0.166
3291,2013-10-07,CZK,0.1628,0.166
3292,2013-10-08,CZK,0.1628,0.166
3293,2013-10-09,CZK,0.1626,0.1658
3294,2013-10-10,CZK,0.1622,0.16540000000000002
3295,2013-10-11,CZK,0.1623,0.1655
3296,2013-10-14,CZK,0.1626,0.1658
3297,2013-10-15,CZK,0.162,0.1652
3298,2013-10-16,CZK,0.1613,0.1645
3299,2013-10-17,CZK,0.1607,0.16390000000000002
3300,2013-10-18,CZK,0.161,0.1642
3301,2013-10-21,CZK,0.16040000000000001,0.1636
3302,2013-10-22,CZK,0.16040000000000001,0.1636
3303,2013-10-23,CZK,0.1602,0.16340000000000002
3304,2013-10-24,CZK,0.1602,0.16340000000000002
3305,2013-10-25,CZK,0.16090000000000002,0.1641
3306,2013-10-28,CZK,0.16110000000000002,0.1643
3307,2013-10-29,CZK,0.161,0.1642
3308,2013-10-30,CZK,0.161,0.1642
3309,2013-10-31,CZK,0.1603,0.1635
3310,2013-11-04,CZK,0.1608,0.164
3311,2013-11-05,CZK,0.16010000000000002,0.1633
3312,2013-11-06,CZK,0.1603,0.1635
3313,2013-11-07,CZK,0.16,0.1632
3314,2013-11-08,CZK,0.153,0.156
3315,2013-11-12,CZK,0.1539,0.15710000000000002
3316,2013-11-13,CZK,0.154,0.1572
3317,2013-11-14,CZK,0.1535,0.1567
3318,2013-11-15,CZK,0.1527,0.1557
3319,2013-11-18,CZK,0.1525,0.1555
3320,2013-11-19,CZK,0.1525,0.1555
3321,2013-11-20,CZK,0.1516,0.15460000000000002
3322,2013-11-21,CZK,0.15180000000000002,0.15480000000000002
3323,2013-11-22,CZK,0.1527,0.1557
3324,2013-11-25,CZK,0.1526,0.15560000000000002
3325,2013-11-26,CZK,0.15230000000000002,0.1553
3326,2013-11-27,CZK,0.1525,0.1555
3327,2013-11-28,CZK,0.15230000000000002,0.1553
3328,2013-11-29,CZK,0.1519,0.1549
3329,2013-12-02,CZK,0.1521,0.15510000000000002
3330,2013-12-03,CZK,0.1516,0.15460000000000002
3331,2013-12-04,CZK,0.1514,0.1544
3332,2013-12-05,CZK,0.1514,0.1544
3333,2013-12-06,CZK,0.151,0.154
3334,2013-12-09,CZK,0.15080000000000002,0.15380000000000002
3335,2013-12-10,CZK,0.1506,0.15360000000000001
3336,2013-12-11,CZK,0.1509,0.1539
3337,2013-12-12,CZK,0.151,0.154
3338,2013-12-13,CZK,0.1509,0.1539
3339,2013-12-16,CZK,0.15030000000000002,0.15330000000000002
3340,2013-12-17,CZK,0.14980000000000002,0.15280000000000002
3341,2013-12-18,CZK,0.1494,0.1524
3342,2013-12-19,CZK,0.14930000000000002,0.15230000000000002
3343,2013-12-20,CZK,0.1497,0.1527
3344,2013-12-23,CZK,0.1492,0.1522
3345,2013-12-24,CZK,0.1496,0.1526
3346,2013-12-27,CZK,0.14930000000000002,0.15230000000000002
3347,2013-12-30,CZK,0.1496,0.1526
3348,2013-12-31,CZK,0.14980000000000002,0.15280000000000002
3349,2014-01-02,CZK,0.14980000000000002,0.15280000000000002
3350,2014-01-03,CZK,0.1499,0.1529
3351,2014-01-07,CZK,0.14980000000000002,0.15280000000000002
3352,2014-01-08,CZK,0.1505,0.1535
3353,2014-01-09,CZK,0.1505,0.1535
3354,2014-01-10,CZK,0.15080000000000002,0.15380000000000002
3355,2014-01-13,CZK,0.1506,0.15360000000000001
3356,2014-01-14,CZK,0.15030000000000002,0.15330000000000002
3357,2014-01-15,CZK,0.1499,0.1529
3358,2014-01-16,CZK,0.1501,0.1531
3359,2014-01-17,CZK,0.15030000000000002,0.15330000000000002
3360,2014-01-20,CZK,0.1501,0.1531
3361,2014-01-21,CZK,0.1495,0.1525
3362,2014-01-22,CZK,0.1496,0.1526
3363,2014-01-23,CZK,0.1499,0.1529
3364,2014-01-24,CZK,0.15030000000000002,0.15330000000000002
3365,2014-01-27,CZK,0.1512,0.1542
3366,2014-01-28,CZK,0.1514,0.1544
3367,2014-01-29,CZK,0.151,0.154
3368,2014-01-30,CZK,0.1515,0.1545
3369,2014-01-31,CZK,0.15180000000000002,0.15480000000000002
3370,2014-02-03,CZK,0.1531,0.15610000000000002
3371,2014-02-04,CZK,0.1522,0.1552
3372,2014-02-05,CZK,0.1516,0.15460000000000002
3373,2014-02-06,CZK,0.1506,0.15360000000000001
3374,2014-02-07,CZK,0.1507,0.1537
3375,2014-02-10,CZK,0.15030000000000002,0.15330000000000002
3376,2014-02-11,CZK,0.1502,0.1532
3377,2014-02-12,CZK,0.1504,0.1534
3378,2014-02-13,CZK,0.1496,0.1526
3379,2014-02-14,CZK,0.14980000000000002,0.15280000000000002
3380,2014-02-17,CZK,0.1501,0.1531
3381,2014-02-18,CZK,0.1497,0.1527
3382,2014-02-19,CZK,0.1501,0.1531
3383,2014-02-20,CZK,0.15080000000000002,0.15380000000000002
3384,2014-02-21,CZK,0.15080000000000002,0.15380000000000002
3385,2014-02-24,CZK,0.1502,0.1532
3386,2014-02-25,CZK,0.15030000000000002,0.15330000000000002
3387,2014-02-26,CZK,0.1504,0.1534
3388,2014-02-27,CZK,0.151,0.154
3389,2014-02-28,CZK,0.1512,0.1542
3390,2014-03-03,CZK,0.1507,0.1537
3391,2014-03-04,CZK,0.1516,0.15460000000000002
3392,2014-03-05,CZK,0.1516,0.15460000000000002
3393,2014-03-06,CZK,0.15130000000000002,0.15430000000000002
3394,2014-03-07,CZK,0.1514,0.1544
3395,2014-03-10,CZK,0.152,0.155
3396,2014-03-11,CZK,0.1526,0.15560000000000002
3397,2014-03-12,CZK,0.1527,0.1557
3398,2014-03-13,CZK,0.153,0.156
3399,2014-03-14,CZK,0.1531,0.15610000000000002
3400,2014-03-17,CZK,0.1535,0.1567
3401,2014-03-18,CZK,0.1527,0.1557
3402,2014-03-19,CZK,0.1521,0.15510000000000002
3403,2014-03-20,CZK,0.1511,0.15410000000000001
3404,2014-03-21,CZK,0.1514,0.1544
3405,2014-03-24,CZK,0.15130000000000002,0.15430000000000002
3406,2014-03-25,CZK,0.1516,0.15460000000000002
3407,2014-03-26,CZK,0.1515,0.1545
3408,2014-03-27,CZK,0.15080000000000002,0.15380000000000002
3409,2014-03-28,CZK,0.1507,0.1537
3410,2014-03-31,CZK,0.1506,0.15360000000000001
3411,2014-04-01,CZK,0.1504,0.1534
3412,2014-04-02,CZK,0.1507,0.1537
3413,2014-04-03,CZK,0.15080000000000002,0.15380000000000002
3414,2014-04-04,CZK,0.15030000000000002,0.15330000000000002
3415,2014-04-07,CZK,0.15030000000000002,0.15330000000000002
3416,2014-04-08,CZK,0.15080000000000002,0.15380000000000002
3417,2014-04-09,CZK,0.1505,0.1535
3418,2014-04-10,CZK,0.1506,0.15360000000000001
3419,2014-04-11,CZK,0.1506,0.15360000000000001
3420,2014-04-14,CZK,0.1509,0.1539
3421,2014-04-15,CZK,0.1509,0.1539
3422,2014-04-16,CZK,0.151,0.154
3423,2014-04-17,CZK,0.1512,0.1542
3424,2014-04-18,CZK,0.1507,0.1537
3425,2014-04-22,CZK,0.1509,0.1539
3426,2014-04-23,CZK,0.1511,0.15410000000000001
3427,2014-04-24,CZK,0.1511,0.15410000000000001
3428,2014-04-25,CZK,0.1514,0.1544
3429,2014-04-28,CZK,0.15180000000000002,0.15480000000000002
3430,2014-04-29,CZK,0.15180000000000002,0.15480000000000002
3431,2014-04-30,CZK,0.1515,0.1545
3432,2014-05-02,CZK,0.1514,0.1544
3433,2014-05-05,CZK,0.1514,0.1544
3434,2014-05-06,CZK,0.15180000000000002,0.15480000000000002
3435,2014-05-07,CZK,0.1517,0.1547
3436,2014-05-08,CZK,0.15130000000000002,0.15430000000000002
3437,2014-05-09,CZK,0.1511,0.15410000000000001
3438,2014-05-12,CZK,0.15130000000000002,0.15430000000000002
3439,2014-05-13,CZK,0.151,0.154
3440,2014-05-14,CZK,0.151,0.154
3441,2014-05-15,CZK,0.1512,0.1542
3442,2014-05-16,CZK,0.1509,0.1539
3443,2014-05-19,CZK,0.1512,0.1542
3444,2014-05-20,CZK,0.151,0.154
3445,2014-05-21,CZK,0.1509,0.1539
3446,2014-05-22,CZK,0.1507,0.1537
3447,2014-05-23,CZK,0.1504,0.1534
3448,2014-05-26,CZK,0.1502,0.1532
3449,2014-05-27,CZK,0.1502,0.1532
3450,2014-05-28,CZK,0.1501,0.1531
3451,2014-05-29,CZK,0.1497,0.1527
3452,2014-05-30,CZK,0.1494,0.1524
3453,2014-06-02,CZK,0.1491,0.1521
3454,2014-06-03,CZK,0.14930000000000002,0.15230000000000002
3455,2014-06-04,CZK,0.1496,0.1526
3456,2014-06-05,CZK,0.1492,0.1522
3457,2014-06-06,CZK,0.1486,0.1516
3458,2014-06-09,CZK,0.1482,0.1512
3459,2014-06-10,CZK,0.1479,0.1509
3460,2014-06-11,CZK,0.1482,0.1512
3461,2014-06-12,CZK,0.14850000000000002,0.1515
3462,2014-06-13,CZK,0.14830000000000002,0.15130000000000002
3463,2014-06-16,CZK,0.14880000000000002,0.15180000000000002
3464,2014-06-17,CZK,0.1492,0.1522
3465,2014-06-18,CZK,0.1494,0.1524
3466,2014-06-20,CZK,0.1492,0.1522
3467,2014-06-23,CZK,0.1496,0.1526
3468,2014-06-24,CZK,0.15,0.153
3469,2014-06-25,CZK,0.1499,0.1529
3470,2014-06-26,CZK,0.1499,0.1529
3471,2014-06-27,CZK,0.1497,0.1527
3472,2014-06-30,CZK,0.1499,0.1529
3473,2014-07-01,CZK,0.1499,0.1529
3474,2014-07-02,CZK,0.1502,0.1532
3475,2014-07-03,CZK,0.1499,0.1529
3476,2014-07-04,CZK,0.14930000000000002,0.15230000000000002
3477,2014-07-07,CZK,0.1495,0.1525
3478,2014-07-08,CZK,0.1495,0.1525
3479,2014-07-09,CZK,0.1492,0.1522
3480,2014-07-10,CZK,0.1491,0.1521
3481,2014-07-11,CZK,0.1494,0.1524
3482,2014-07-14,CZK,0.1495,0.1525
3483,2014-07-15,CZK,0.1495,0.1525
3484,2014-07-16,CZK,0.1492,0.1522
3485,2014-07-17,CZK,0.1491,0.1521
3486,2014-07-18,CZK,0.1494,0.1524
3487,2014-07-21,CZK,0.1496,0.1526
3488,2014-07-22,CZK,0.1495,0.1525
3489,2014-07-23,CZK,0.1492,0.1522
3490,2014-07-24,CZK,0.149,0.152
3491,2014-07-25,CZK,0.1491,0.1521
3492,2014-07-28,CZK,0.14930000000000002,0.15230000000000002
3493,2014-07-29,CZK,0.14930000000000002,0.15230000000000002
3494,2014-07-30,CZK,0.1495,0.1525
3495,2014-07-31,CZK,0.1494,0.1524
3496,2014-08-01,CZK,0.1496,0.1526
3497,2014-08-04,CZK,0.1499,0.1529
3498,2014-08-05,CZK,0.14930000000000002,0.15230000000000002
3499,2014-08-06,CZK,0.1492,0.1522
3500,2014-08-07,CZK,0.14980000000000002,0.15280000000000002
3501,2014-08-08,CZK,0.1494,0.1524
3502,2014-08-11,CZK,0.1496,0.1526
3503,2014-08-12,CZK,0.1492,0.1522
3504,2014-08-13,CZK,0.1494,0.1524
3505,2014-08-14,CZK,0.149,0.152
3506,2014-08-18,CZK,0.14850000000000002,0.1515
3507,2014-08-19,CZK,0.1486,0.1516
3508,2014-08-20,CZK,0.1482,0.1512
3509,2014-08-21,CZK,0.1486,0.1516
3510,2014-08-22,CZK,0.1492,0.1522
3511,2014-08-25,CZK,0.1487,0.1517
3512,2014-08-26,CZK,0.14880000000000002,0.15180000000000002
3513,2014-08-27,CZK,0.1491,0.1521
3514,2014-08-28,CZK,0.15,0.153
3515,2014-08-29,CZK,0.1502,0.1532
3516,2014-09-01,CZK,0.1507,0.1537
3517,2014-09-02,CZK,0.1502,0.1532
3518,2014-09-03,CZK,0.15030000000000002,0.15330000000000002
3519,2014-09-04,CZK,0.1499,0.1529
3520,2014-09-05,CZK,0.1501,0.1531
3521,2014-09-08,CZK,0.1502,0.1532
3522,2014-09-09,CZK,0.1497,0.1527
3523,2014-09-10,CZK,0.1502,0.1532
3524,2014-09-11,CZK,0.15030000000000002,0.15330000000000002
3525,2014-09-12,CZK,0.1504,0.1534
3526,2014-09-15,CZK,0.1507,0.1537
3527,2014-09-16,CZK,0.15080000000000002,0.15380000000000002
3528,2014-09-17,CZK,0.1507,0.1537
3529,2014-09-18,CZK,0.1504,0.1534
3530,2014-09-19,CZK,0.1511,0.15410000000000001
3531,2014-09-22,CZK,0.1504,0.1534
3532,2014-09-23,CZK,0.1504,0.1534
3533,2014-09-24,CZK,0.1502,0.1532
3534,2014-09-25,CZK,0.1501,0.1531
3535,2014-09-26,CZK,0.1504,0.1534
3536,2014-09-29,CZK,0.15030000000000002,0.15330000000000002
3537,2014-09-30,CZK,0.1505,0.1535
3538,2014-10-01,CZK,0.1505,0.1535
3539,2014-10-02,CZK,0.1504,0.1534
3540,2014-10-03,CZK,0.1505,0.1535
3541,2014-10-06,CZK,0.15080000000000002,0.15380000000000002
3542,2014-10-07,CZK,0.15080000000000002,0.15380000000000002
3543,2014-10-08,CZK,0.15080000000000002,0.15380000000000002
3544,2014-10-09,CZK,0.1511,0.15410000000000001
3545,2014-10-10,CZK,0.1505,0.1535
3546,2014-10-13,CZK,0.1506,0.15360000000000001
3547,2014-10-14,CZK,0.15080000000000002,0.15380000000000002
3548,2014-10-15,CZK,0.151,0.154
3549,2014-10-16,CZK,0.15130000000000002,0.15430000000000002
3550,2014-10-17,CZK,0.1521,0.15510000000000002
3551,2014-10-20,CZK,0.1525,0.1555
3552,2014-10-21,CZK,0.15180000000000002,0.15480000000000002
3553,2014-10-22,CZK,0.1514,0.1544
3554,2014-10-23,CZK,0.1511,0.15410000000000001
3555,2014-10-24,CZK,0.15130000000000002,0.15430000000000002
3556,2014-10-27,CZK,0.1511,0.15410000000000001
3557,2014-10-28,CZK,0.1509,0.1539
3558,2014-10-29,CZK,0.1505,0.1535
3559,2014-10-30,CZK,0.1506,0.15360000000000001
3560,2014-10-31,CZK,0.15030000000000002,0.15330000000000002
3561,2014-11-03,CZK,0.1501,0.1531
3562,2014-11-04,CZK,0.1504,0.1534
3563,2014-11-05,CZK,0.15080000000000002,0.15380000000000002
3564,2014-11-06,CZK,0.1506,0.15360000000000001
3565,2014-11-07,CZK,0.1504,0.1534
3566,2014-11-10,CZK,0.1512,0.1542
3567,2014-11-12,CZK,0.1509,0.1539
3568,2014-11-13,CZK,0.15130000000000002,0.15430000000000002
3569,2014-11-14,CZK,0.1516,0.15460000000000002
3570,2014-11-17,CZK,0.15130000000000002,0.15430000000000002
3571,2014-11-18,CZK,0.1509,0.1539
3572,2014-11-19,CZK,0.15080000000000002,0.15380000000000002
3573,2014-11-20,CZK,0.1509,0.1539
